"","Concept","ID","Question","ChoiceNumber"
"7578","Bernie Sanders","56","Donald Trump George W. Bush",0
"7579","Bernie Sanders","56","Donald Trump Hillary Clinton",1
"7580","Bernie Sanders","56","Donald Trump Joe Biden",1
"7581","Bernie Sanders","56","Donald Trump Richard Nixon",1
"7582","Bernie Sanders","56","Donald Trump Ronald Reagan",1
"7583","Bernie Sanders","56","Elizabeth Warren Abraham Lincoln",0
"7584","Bernie Sanders","56","Elizabeth Warren Barack Obama",0
"7585","Bernie Sanders","56","Elizabeth Warren Donald Trump",0
"7586","Bernie Sanders","56","Elizabeth Warren George W. Bush",0
"7587","Bernie Sanders","56","Elizabeth Warren Hillary Clinton",0
"7588","Bernie Sanders","56","Elizabeth Warren Joe Biden",0
"7589","Bernie Sanders","56","Elizabeth Warren Richard Nixon",0
"7590","Bernie Sanders","56","Elizabeth Warren Ronald Reagan",0
"7591","Bernie Sanders","56","George W. Bush Abraham Lincoln",1
"7592","Bernie Sanders","56","George W. Bush Barack Obama",1
"7593","Bernie Sanders","56","George W. Bush Donald Trump",1
"7594","Bernie Sanders","56","George W. Bush Elizabeth Warren",1
"7595","Bernie Sanders","56","George W. Bush Hillary Clinton",1
"7596","Bernie Sanders","56","George W. Bush Joe Biden",1
"7597","Bernie Sanders","56","George W. Bush Richard Nixon",1
"7598","Bernie Sanders","56","George W. Bush Ronald Reagan",1
"7599","Bernie Sanders","56","Hillary Clinton Abraham Lincoln",1
"7600","Bernie Sanders","56","Hillary Clinton Barack Obama",1
"7601","Bernie Sanders","56","Hillary Clinton Donald Trump",0
"7602","Bernie Sanders","56","Hillary Clinton Elizabeth Warren",1
"7603","Bernie Sanders","56","Hillary Clinton George W. Bush",0
"7604","Bernie Sanders","56","Hillary Clinton Joe Biden",1
"7605","Bernie Sanders","56","Hillary Clinton Richard Nixon",0
"7606","Bernie Sanders","56","Hillary Clinton Ronald Reagan",0
"7607","Bernie Sanders","56","Joe Biden Abraham Lincoln",0
"7608","Bernie Sanders","56","Joe Biden Barack Obama",1
"7609","Bernie Sanders","56","Joe Biden Donald Trump",0
"7610","Bernie Sanders","56","Joe Biden Elizabeth Warren",1
"7611","Bernie Sanders","56","Joe Biden George W. Bush",0
"7612","Bernie Sanders","56","Joe Biden Hillary Clinton",0
"7613","Bernie Sanders","56","Joe Biden Richard Nixon",0
"7614","Bernie Sanders","56","Joe Biden Ronald Reagan",0
"7615","Bernie Sanders","56","Richard Nixon Abraham Lincoln",1
"7616","Bernie Sanders","56","Richard Nixon Barack Obama",1
"7617","Bernie Sanders","56","Richard Nixon Donald Trump",1
"7618","Bernie Sanders","56","Richard Nixon Elizabeth Warren",1
"7619","Bernie Sanders","56","Richard Nixon George W. Bush",0
"7620","Bernie Sanders","56","Richard Nixon Hillary Clinton",1
"7621","Bernie Sanders","56","Richard Nixon Joe Biden",1
"7622","Bernie Sanders","56","Richard Nixon Ronald Reagan",0
"7623","Bernie Sanders","56","Ronald Reagan Abraham Lincoln",1
"7624","Bernie Sanders","56","Ronald Reagan Barack Obama",1
"7625","Bernie Sanders","56","Ronald Reagan Donald Trump",1
"7626","Bernie Sanders","56","Ronald Reagan Elizabeth Warren",1
"7627","Bernie Sanders","56","Ronald Reagan George W. Bush",0
"7628","Bernie Sanders","56","Ronald Reagan Hillary Clinton",1
"7629","Bernie Sanders","56","Ronald Reagan Joe Biden",1
"7630","Bernie Sanders","56","Ronald Reagan Richard Nixon",1
"7631","Barack Obama","57","Abraham Lincoln Bernie Sanders",1
"7632","Barack Obama","57","Abraham Lincoln Donald Trump",0
"7633","Barack Obama","57","Abraham Lincoln Elizabeth Warren",0
"7634","Barack Obama","57","Abraham Lincoln George W. Bush",0
"7635","Barack Obama","57","Abraham Lincoln Hillary Clinton",0
"7636","Barack Obama","57","Abraham Lincoln Joe Biden",1
"7637","Barack Obama","57","Abraham Lincoln Richard Nixon",0
"7638","Barack Obama","57","Abraham Lincoln Ronald Reagan",0
"7639","Barack Obama","57","Bernie Sanders Abraham Lincoln",1
"7640","Barack Obama","57","Bernie Sanders Donald Trump",0
"7641","Barack Obama","57","Bernie Sanders Elizabeth Warren",0
"7642","Barack Obama","57","Bernie Sanders George W. Bush",0
"7643","Barack Obama","57","Bernie Sanders Hillary Clinton",0
"7644","Barack Obama","57","Bernie Sanders Joe Biden",1
"7645","Barack Obama","57","Bernie Sanders Richard Nixon",0
"7646","Barack Obama","57","Bernie Sanders Ronald Reagan",0
"7647","Barack Obama","57","Donald Trump Abraham Lincoln",1
"7648","Barack Obama","57","Donald Trump Bernie Sanders",1
"7649","Barack Obama","57","Donald Trump Elizabeth Warren",1
"7650","Barack Obama","57","Donald Trump George W. Bush",0
"7651","Barack Obama","57","Donald Trump Hillary Clinton",1
"7652","Barack Obama","57","Donald Trump Joe Biden",1
"7653","Barack Obama","57","Donald Trump Richard Nixon",1
"7654","Barack Obama","57","Donald Trump Ronald Reagan",1
"7655","Barack Obama","57","Elizabeth Warren Abraham Lincoln",0
"7656","Barack Obama","57","Elizabeth Warren Bernie Sanders",1
"7657","Barack Obama","57","Elizabeth Warren Donald Trump",0
"7658","Barack Obama","57","Elizabeth Warren George W. Bush",0
"7659","Barack Obama","57","Elizabeth Warren Hillary Clinton",1
"7660","Barack Obama","57","Elizabeth Warren Joe Biden",1
"7661","Barack Obama","57","Elizabeth Warren Richard Nixon",0
"7662","Barack Obama","57","Elizabeth Warren Ronald Reagan",0
"7663","Barack Obama","57","George W. Bush Abraham Lincoln",1
"7664","Barack Obama","57","George W. Bush Bernie Sanders",1
"7665","Barack Obama","57","George W. Bush Donald Trump",1
"7666","Barack Obama","57","George W. Bush Elizabeth Warren",1
"7667","Barack Obama","57","George W. Bush Hillary Clinton",1
"7668","Barack Obama","57","George W. Bush Joe Biden",1
"7669","Barack Obama","57","George W. Bush Richard Nixon",0
"7670","Barack Obama","57","George W. Bush Ronald Reagan",0
"7671","Barack Obama","57","Hillary Clinton Abraham Lincoln",1
"7672","Barack Obama","57","Hillary Clinton Bernie Sanders",1
"7673","Barack Obama","57","Hillary Clinton Donald Trump",0
"7674","Barack Obama","57","Hillary Clinton Elizabeth Warren",0
"7675","Barack Obama","57","Hillary Clinton George W. Bush",0
"7676","Barack Obama","57","Hillary Clinton Joe Biden",1
"7677","Barack Obama","57","Hillary Clinton Richard Nixon",0
"7678","Barack Obama","57","Hillary Clinton Ronald Reagan",0
"7679","Barack Obama","57","Joe Biden Abraham Lincoln",1
"7680","Barack Obama","57","Joe Biden Bernie Sanders",0
"7681","Barack Obama","57","Joe Biden Donald Trump",0
"7682","Barack Obama","57","Joe Biden Elizabeth Warren",0
"7683","Barack Obama","57","Joe Biden George W. Bush",0
"7684","Barack Obama","57","Joe Biden Hillary Clinton",0
"7685","Barack Obama","57","Joe Biden Richard Nixon",0
"7686","Barack Obama","57","Joe Biden Ronald Reagan",0
"7687","Barack Obama","57","Richard Nixon Abraham Lincoln",1
"7688","Barack Obama","57","Richard Nixon Bernie Sanders",1
"7689","Barack Obama","57","Richard Nixon Donald Trump",0
"7690","Barack Obama","57","Richard Nixon Elizabeth Warren",1
"7691","Barack Obama","57","Richard Nixon George W. Bush",1
"7692","Barack Obama","57","Richard Nixon Hillary Clinton",1
"7693","Barack Obama","57","Richard Nixon Joe Biden",1
"7694","Barack Obama","57","Richard Nixon Ronald Reagan",1
"7695","Barack Obama","57","Ronald Reagan Abraham Lincoln",1
"7696","Barack Obama","57","Ronald Reagan Bernie Sanders",1
"7697","Barack Obama","57","Ronald Reagan Donald Trump",1
"7698","Barack Obama","57","Ronald Reagan Elizabeth Warren",1
"7699","Barack Obama","57","Ronald Reagan George W. Bush",0
"7700","Barack Obama","57","Ronald Reagan Hillary Clinton",1
"7701","Barack Obama","57","Ronald Reagan Joe Biden",1
"7702","Barack Obama","57","Ronald Reagan Richard Nixon",0
"7703","Bernie Sanders","57","Abraham Lincoln Barack Obama",1
"7704","Bernie Sanders","57","Abraham Lincoln Donald Trump",0
"7705","Bernie Sanders","57","Abraham Lincoln Elizabeth Warren",1
"7706","Bernie Sanders","57","Abraham Lincoln George W. Bush",0
"7707","Bernie Sanders","57","Abraham Lincoln Hillary Clinton",0
"7708","Bernie Sanders","57","Abraham Lincoln Joe Biden",1
"7709","Bernie Sanders","57","Abraham Lincoln Richard Nixon",0
"7710","Bernie Sanders","57","Abraham Lincoln Ronald Reagan",0
"7711","Bernie Sanders","57","Barack Obama Abraham Lincoln",0
"7712","Bernie Sanders","57","Barack Obama Donald Trump",0
"7713","Bernie Sanders","57","Barack Obama Elizabeth Warren",1
"7714","Bernie Sanders","57","Barack Obama George W. Bush",0
"7715","Bernie Sanders","57","Barack Obama Hillary Clinton",0
"7716","Bernie Sanders","57","Barack Obama Joe Biden",0
"7717","Bernie Sanders","57","Barack Obama Richard Nixon",0
"7718","Bernie Sanders","57","Barack Obama Ronald Reagan",0
"7719","Bernie Sanders","57","Donald Trump Abraham Lincoln",1
"7720","Bernie Sanders","57","Donald Trump Barack Obama",1
"7721","Bernie Sanders","57","Donald Trump Elizabeth Warren",1
"7722","Bernie Sanders","57","Donald Trump George W. Bush",0
"7723","Bernie Sanders","57","Donald Trump Hillary Clinton",0
"7724","Bernie Sanders","57","Donald Trump Joe Biden",1
"7725","Bernie Sanders","57","Donald Trump Richard Nixon",0
"7726","Bernie Sanders","57","Donald Trump Ronald Reagan",1
"7727","Bernie Sanders","57","Elizabeth Warren Abraham Lincoln",0
"7728","Bernie Sanders","57","Elizabeth Warren Barack Obama",0
"7729","Bernie Sanders","57","Elizabeth Warren Donald Trump",0
"7730","Bernie Sanders","57","Elizabeth Warren George W. Bush",0
"7731","Bernie Sanders","57","Elizabeth Warren Hillary Clinton",0
"7732","Bernie Sanders","57","Elizabeth Warren Joe Biden",0
"7733","Bernie Sanders","57","Elizabeth Warren Richard Nixon",0
"7734","Bernie Sanders","57","Elizabeth Warren Ronald Reagan",0
"7735","Bernie Sanders","57","George W. Bush Abraham Lincoln",1
"7736","Bernie Sanders","57","George W. Bush Barack Obama",1
"7737","Bernie Sanders","57","George W. Bush Donald Trump",1
"7738","Bernie Sanders","57","George W. Bush Elizabeth Warren",1
"7739","Bernie Sanders","57","George W. Bush Hillary Clinton",1
"7740","Bernie Sanders","57","George W. Bush Joe Biden",1
"7741","Bernie Sanders","57","George W. Bush Richard Nixon",1
"7742","Bernie Sanders","57","George W. Bush Ronald Reagan",1
"7743","Bernie Sanders","57","Hillary Clinton Abraham Lincoln",1
"7744","Bernie Sanders","57","Hillary Clinton Barack Obama",1
"7745","Bernie Sanders","57","Hillary Clinton Donald Trump",0
"7746","Bernie Sanders","57","Hillary Clinton Elizabeth Warren",1
"7747","Bernie Sanders","57","Hillary Clinton George W. Bush",0
"7748","Bernie Sanders","57","Hillary Clinton Joe Biden",0
"7749","Bernie Sanders","57","Hillary Clinton Richard Nixon",0
"7750","Bernie Sanders","57","Hillary Clinton Ronald Reagan",0
"7751","Bernie Sanders","57","Joe Biden Abraham Lincoln",0
"7752","Bernie Sanders","57","Joe Biden Barack Obama",1
"7753","Bernie Sanders","57","Joe Biden Donald Trump",0
"7754","Bernie Sanders","57","Joe Biden Elizabeth Warren",1
"7755","Bernie Sanders","57","Joe Biden George W. Bush",0
"7756","Bernie Sanders","57","Joe Biden Hillary Clinton",0
"7757","Bernie Sanders","57","Joe Biden Richard Nixon",0
"7758","Bernie Sanders","57","Joe Biden Ronald Reagan",0
"7759","Bernie Sanders","57","Richard Nixon Abraham Lincoln",1
"7760","Bernie Sanders","57","Richard Nixon Barack Obama",1
"7761","Bernie Sanders","57","Richard Nixon Donald Trump",0
"7762","Bernie Sanders","57","Richard Nixon Elizabeth Warren",1
"7763","Bernie Sanders","57","Richard Nixon George W. Bush",0
"7764","Bernie Sanders","57","Richard Nixon Hillary Clinton",0
"7765","Bernie Sanders","57","Richard Nixon Joe Biden",1
"7766","Bernie Sanders","57","Richard Nixon Ronald Reagan",0
"7767","Bernie Sanders","57","Ronald Reagan Abraham Lincoln",1
"7768","Bernie Sanders","57","Ronald Reagan Barack Obama",1
"7769","Bernie Sanders","57","Ronald Reagan Donald Trump",1
"7770","Bernie Sanders","57","Ronald Reagan Elizabeth Warren",1
"7771","Bernie Sanders","57","Ronald Reagan George W. Bush",0
"7772","Bernie Sanders","57","Ronald Reagan Hillary Clinton",1
"7773","Bernie Sanders","57","Ronald Reagan Joe Biden",1
"7774","Bernie Sanders","57","Ronald Reagan Richard Nixon",1
"7775","Barack Obama","58","Abraham Lincoln Bernie Sanders",0
"7776","Barack Obama","58","Abraham Lincoln Donald Trump",0
"7777","Barack Obama","58","Abraham Lincoln Elizabeth Warren",0
"7778","Barack Obama","58","Abraham Lincoln George W. Bush",0
"7779","Barack Obama","58","Abraham Lincoln Hillary Clinton",0
"7780","Barack Obama","58","Abraham Lincoln Joe Biden",1
"7781","Barack Obama","58","Abraham Lincoln Richard Nixon",0
"7782","Barack Obama","58","Abraham Lincoln Ronald Reagan",0
"7783","Barack Obama","58","Bernie Sanders Abraham Lincoln",0
"7784","Barack Obama","58","Bernie Sanders Donald Trump",0
"7785","Barack Obama","58","Bernie Sanders Elizabeth Warren",1
"7786","Barack Obama","58","Bernie Sanders George W. Bush",0
"7787","Barack Obama","58","Bernie Sanders Hillary Clinton",1
"7788","Barack Obama","58","Bernie Sanders Joe Biden",1
"7789","Barack Obama","58","Bernie Sanders Richard Nixon",0
"7790","Barack Obama","58","Bernie Sanders Ronald Reagan",0
"7791","Barack Obama","58","Donald Trump Abraham Lincoln",1
"7792","Barack Obama","58","Donald Trump Bernie Sanders",1
"7793","Barack Obama","58","Donald Trump Elizabeth Warren",1
"7794","Barack Obama","58","Donald Trump George W. Bush",0
"7795","Barack Obama","58","Donald Trump Hillary Clinton",1
"7796","Barack Obama","58","Donald Trump Joe Biden",1
"7797","Barack Obama","58","Donald Trump Richard Nixon",0
"7798","Barack Obama","58","Donald Trump Ronald Reagan",1
"7799","Barack Obama","58","Elizabeth Warren Abraham Lincoln",0
"7800","Barack Obama","58","Elizabeth Warren Bernie Sanders",0
"7801","Barack Obama","58","Elizabeth Warren Donald Trump",0
"7802","Barack Obama","58","Elizabeth Warren George W. Bush",0
"7803","Barack Obama","58","Elizabeth Warren Hillary Clinton",1
"7804","Barack Obama","58","Elizabeth Warren Joe Biden",1
"7805","Barack Obama","58","Elizabeth Warren Richard Nixon",0
"7806","Barack Obama","58","Elizabeth Warren Ronald Reagan",0
"7807","Barack Obama","58","George W. Bush Abraham Lincoln",1
"7808","Barack Obama","58","George W. Bush Bernie Sanders",1
"7809","Barack Obama","58","George W. Bush Donald Trump",1
"7810","Barack Obama","58","George W. Bush Elizabeth Warren",1
"7811","Barack Obama","58","George W. Bush Hillary Clinton",1
"7812","Barack Obama","58","George W. Bush Joe Biden",1
"7813","Barack Obama","58","George W. Bush Richard Nixon",0
"7814","Barack Obama","58","George W. Bush Ronald Reagan",0
"7815","Barack Obama","58","Hillary Clinton Abraham Lincoln",0
"7816","Barack Obama","58","Hillary Clinton Bernie Sanders",0
"7817","Barack Obama","58","Hillary Clinton Donald Trump",0
"7818","Barack Obama","58","Hillary Clinton Elizabeth Warren",0
"7819","Barack Obama","58","Hillary Clinton George W. Bush",0
"7820","Barack Obama","58","Hillary Clinton Joe Biden",1
"7821","Barack Obama","58","Hillary Clinton Richard Nixon",0
"7822","Barack Obama","58","Hillary Clinton Ronald Reagan",0
"7823","Barack Obama","58","Joe Biden Abraham Lincoln",0
"7824","Barack Obama","58","Joe Biden Bernie Sanders",0
"7825","Barack Obama","58","Joe Biden Donald Trump",0
"7826","Barack Obama","58","Joe Biden Elizabeth Warren",0
"7827","Barack Obama","58","Joe Biden George W. Bush",0
"7828","Barack Obama","58","Joe Biden Hillary Clinton",0
"7829","Barack Obama","58","Joe Biden Richard Nixon",0
"7830","Barack Obama","58","Joe Biden Ronald Reagan",0
"7831","Barack Obama","58","Richard Nixon Abraham Lincoln",1
"7832","Barack Obama","58","Richard Nixon Bernie Sanders",1
"7833","Barack Obama","58","Richard Nixon Donald Trump",1
"7834","Barack Obama","58","Richard Nixon Elizabeth Warren",1
"7835","Barack Obama","58","Richard Nixon George W. Bush",1
"7836","Barack Obama","58","Richard Nixon Hillary Clinton",1
"7837","Barack Obama","58","Richard Nixon Joe Biden",1
"7838","Barack Obama","58","Richard Nixon Ronald Reagan",1
"7839","Barack Obama","58","Ronald Reagan Abraham Lincoln",1
"7840","Barack Obama","58","Ronald Reagan Bernie Sanders",1
"7841","Barack Obama","58","Ronald Reagan Donald Trump",1
"7842","Barack Obama","58","Ronald Reagan Elizabeth Warren",1
"7843","Barack Obama","58","Ronald Reagan George W. Bush",0
"7844","Barack Obama","58","Ronald Reagan Hillary Clinton",1
"7845","Barack Obama","58","Ronald Reagan Joe Biden",1
"7846","Barack Obama","58","Ronald Reagan Richard Nixon",0
"7847","Bernie Sanders","58","Abraham Lincoln Barack Obama",0
"7848","Bernie Sanders","58","Abraham Lincoln Donald Trump",0
"7849","Bernie Sanders","58","Abraham Lincoln Elizabeth Warren",1
"7850","Bernie Sanders","58","Abraham Lincoln George W. Bush",0
"7851","Bernie Sanders","58","Abraham Lincoln Hillary Clinton",0
"7852","Bernie Sanders","58","Abraham Lincoln Joe Biden",1
"7853","Bernie Sanders","58","Abraham Lincoln Richard Nixon",0
"7854","Bernie Sanders","58","Abraham Lincoln Ronald Reagan",0
"7855","Bernie Sanders","58","Barack Obama Abraham Lincoln",0
"7856","Bernie Sanders","58","Barack Obama Donald Trump",0
"7857","Bernie Sanders","58","Barack Obama Elizabeth Warren",1
"7858","Bernie Sanders","58","Barack Obama George W. Bush",0
"7859","Bernie Sanders","58","Barack Obama Hillary Clinton",0
"7860","Bernie Sanders","58","Barack Obama Joe Biden",0
"7861","Bernie Sanders","58","Barack Obama Richard Nixon",0
"7862","Bernie Sanders","58","Barack Obama Ronald Reagan",0
"7863","Bernie Sanders","58","Donald Trump Abraham Lincoln",1
"7864","Bernie Sanders","58","Donald Trump Barack Obama",1
"7865","Bernie Sanders","58","Donald Trump Elizabeth Warren",1
"7866","Bernie Sanders","58","Donald Trump George W. Bush",0
"7867","Bernie Sanders","58","Donald Trump Hillary Clinton",0
"7868","Bernie Sanders","58","Donald Trump Joe Biden",1
"7869","Bernie Sanders","58","Donald Trump Richard Nixon",0
"7870","Bernie Sanders","58","Donald Trump Ronald Reagan",0
"7871","Bernie Sanders","58","Elizabeth Warren Abraham Lincoln",0
"7872","Bernie Sanders","58","Elizabeth Warren Barack Obama",0
"7873","Bernie Sanders","58","Elizabeth Warren Donald Trump",0
"7874","Bernie Sanders","58","Elizabeth Warren George W. Bush",0
"7875","Bernie Sanders","58","Elizabeth Warren Hillary Clinton",0
"7876","Bernie Sanders","58","Elizabeth Warren Joe Biden",0
"7877","Bernie Sanders","58","Elizabeth Warren Richard Nixon",0
"7878","Bernie Sanders","58","Elizabeth Warren Ronald Reagan",0
